alpha3,alpha2,name,type
umu,,Munsee,Living
una,,North Watut,Living
und,,Undetermined,Special
une,,Uneme,Living
ung,,Ngarinyin,Living
unk,,Enawené-Nawé,Living
unm,,Unami,Extinct
unn,,Kurnai,Living
unr,,Mundari,Living
unu,,Unubahe,Living
unx,,Munda,Living
unz,,Unde Kaili,Living
uok,,Uokha,Living
upi,,Umeda,Living
upv,,Uripiv-Wala-Rano-Atchin,Living
ura,,Urarina,Living
urb,,Urubú-Kaapor,Living
urc,,Urningangg,Extinct
urd,ur,Urdu,Living
ure,,Uru,Living
urf,,Uradhi,Extinct
urg,,Urigina,Living
urh,,Urhobo,Living
uri,,Urim,Living
urk,,Urak Lawoi',Living
url,,Urali,Living
urm,,Urapmin,Living
urn,,Uruangnirin,Living
uro,,Ura (Papua New Guinea),Living
urp,,Uru-Pa-In,Living
urr,,Lehalurup,Living
urt,,Urat,Living
uru,,Urumi,Extinct
urv,,Uruava,Extinct
urw,,Sop,Living
urx,,Urimo,Living
ury,,Orya,Living
urz,,Uru-Eu-Wau-Wau,Living
usa,,Usarufa,Living
ush,,Ushojo,Living
usi,,Usui,Living
usk,,Usaghade,Living
usp,,Uspanteco,Living
usu,,Uya,Living
uta,,Otank,Living
ute,,Ute-Southern Paiute,Living
utp,,Amba (Solomon Islands),Living
utr,,Etulo,Living
utu,,Utu,Living
uum,,Urum,Living
uun,,Kulon-Pazeh,Living
uur,,Ura (Vanuatu),Living
uuu,,U,Living
uve,,West Uvean,Living
uvh,,Uri,Living
uvl,,Lote,Living
uwa,,Kuku-Uwanh,Living
uya,,Doko-Uyanga,Living
uzb,uz,Uzbek,Living
uzn,,Northern Uzbek,Living
uzs,,Southern Uzbek,Living
vaa,,Vaagri Booli,Living
vae,,Vale,Living
vaf,,Vafsi,Living
vag,,Vagla,Living
vah,,Varhadi-Nagpuri,Living
vai,,Vai,Living
vaj,,Vasekela Bushman,Living
val,,Vehes,Living
vam,,Vanimo,Living
van,,Valman,Living
vao,,Vao,Living
vap,,Vaiphei,Living
var,,Huarijio,Living
vas,,Vasavi,Living
vau,,Vanuma,Living
vav,,Varli,Living
vay,,Wayu,Living
vbb,,Southeast Babar,Living
vbk,,Southwestern Bontok,Living
vec,,Venetian,Living
ved,,Veddah,Living
vel,,Veluws,Living
vem,,Vemgo-Mabas,Living
ven,ve,Venda,Living
veo,,Ventureño,Extinct
vep,,Veps,Living
ver,,Mom Jango,Living
vgr,,Vaghri,Living
vgt,,Vlaamse Gebarentaal,Living
vic,,Virgin Islands Creole English,Living
vid,,Vidunda,Living
vie,vi,Vietnamese,Living
vif,,Vili,Living
vig,,Viemo,Living
vil,,Vilela,Living
vin,,Vinza,Living
vis,,Vishavan,Living
vit,,Viti,Living
viv,,Iduna,Living
vka,,Kariyarra,Extinct
vki,,Ija-Zuba,Living
vkj,,Kujarge,Living
vkk,,Kaur,Living
vkl,,Kulisusu,Living
vkm,,Kamakan,Extinct
vko,,Kodeoha,Living
vkp,,Korlai Creole Portuguese,Living
vkt,,Tenggarong Kutai Malay,Living
vku,,Kurrama,Living
vlp,,Valpei,Living
vls,,Vlaams,Living
vma,,Martuyhunira,Living
vmb,,Barbaram,Extinct
vmc,,Juxtlahuaca Mixtec,Living
vmd,,Mudu Koraga,Living
vme,,East Masela,Living
vmf,,Mainfränkisch,Living
vmg,,Lungalunga,Living
vmh,,Maraghei,Living
vmi,,Miwa,Extinct
vmj,,Ixtayutla Mixtec,Living
vmk,,Makhuwa-Shirima,Living
vml,,Malgana,Extinct
vmm,,Mitlatongo Mixtec,Living
vmp,,Soyaltepec Mazatec,Living
vmq,,Soyaltepec Mixtec,Living
vmr,,Marenje,Living
vms,,Moksela,Extinct
vmu,,Muluridyi,Extinct
vmv,,Valley Maidu,Extinct
vmw,,Makhuwa,Living
vmx,,Tamazola Mixtec,Living
vmy,,Ayautla Mazatec,Living
vmz,,Mazatlán Mazatec,Living
vnk,,Vano,Living
vnm,,Vinmavis,Living
vnp,,Vunapu,Living
vol,vo,Volapük,Constructed
vor,,Voro,Living
vot,,Votic,Living
vra,,Vera'a,Living
vro,,Võro,Living
vrs,,Varisi,Living
vrt,,Burmbar,Living
vsi,,Moldova Sign Language,Living
vsl,,Venezuelan Sign Language,Living
vsv,,Valencian Sign Language,Living
vto,,Vitou,Living
vum,,Vumbu,Living
vun,,Vunjo,Living
vut,,Vute,Living
vwa,,Awa (China),Living
waa,,Walla Walla,Living
wab,,Wab,Living
wac,,Wasco-Wishram,Living
wad,,Wandamen,Living
wae,,Walser,Living
waf,,Wakoná,Extinct
wag,,Wa'ema,Living
wah,,Watubela,Living
wai,,Wares,Living
waj,,Waffa,Living
wal,,Wolaytta,Living
wam,,Wampanoag,Extinct
wan,,Wan,Living
wao,,Wappo,Extinct
wap,,Wapishana,Living
waq,,Wageman,Living
war,,Waray (Philippines),Living
was,,Washo,Living
wat,,Kaninuwa,Living
wau,,Waurá,Living
wav,,Waka,Living
waw,,Waiwai,Living
wax,,Watam,Living
way,,Wayana,Living
waz,,Wampur,Living
wba,,Warao,Living
wbb,,Wabo,Living
wbe,,Waritai,Living
wbf,,Wara,Living
wbh,,Wanda,Living
wbi,,Vwanji,Living
wbj,,Alagwa,Living
wbk,,Waigali,Living
wbl,,Wakhi,Living
wbm,,Wa,Living
wbp,,Warlpiri,Living
wbq,,Waddar,Living
wbr,,Wagdi,Living
wbt,,Wanman,Living
wbv,,Wajarri,Living
wbw,,Woi,Living
wca,,Yanomámi,Living
wci,,Waci Gbe,Living
wdd,,Wandji,Living
wdg,,Wadaginam,Living
wdj,,Wadjiginy,Living
wdk,,Wadikali,Extinct
wdu,,Wadjigu,Extinct
wdy,,Wadjabangayi,Extinct
wea,,Wewaw,Extinct
wec,,Wè Western,Living
wed,,Wedau,Living
weg,,Wergaia,Living
weh,,Weh,Living
wei,,Kiunum,Living
wem,,Weme Gbe,Living
weo,,Wemale,Living
wep,,Westphalien,Living
wer,,Weri,Living
wes,,Cameroon Pidgin,Living
wet,,Perai,Living
weu,,Rawngtu Chin,Living
wew,,Wejewa,Living
wfg,,Yafi,Living
wga,,Wagaya,Extinct
wgb,,Wagawaga,Living
wgg,,Wangganguru,Extinct
wgi,,Wahgi,Living
wgo,,Waigeo,Living
wgu,,Wirangu,Extinct
wgy,,Warrgamay,Living
wha,,Manusela,Living
whg,,North Wahgi,Living
whk,,Wahau Kenyah,Living
whu,,Wahau Kayan,Living
wib,,Southern Toussian,Living
wic,,Wichita,Living
wie,,Wik-Epa,Extinct
wif,,Wik-Keyangan,Extinct
wig,,Wik-Ngathana,Living
wih,,Wik-Me'anha,Living
wii,,Minidien,Living
wij,,Wik-Iiyanh,Living
wik,,Wikalkan,Living
wil,,Wilawila,Extinct
wim,,Wik-Mungkan,Living
win,,Ho-Chunk,Living
wir,,Wiraféd,Extinct
wiu,,Wiru,Living
wiv,,Vitu,Living
wiy,,Wiyot,Extinct
wja,,Waja,Living
wji,,Warji,Living
wka,,Kw'adza,Extinct
wkb,,Kumbaran,Living
wkd,,Wakde,Living
wkl,,Kalanadi,Living
wku,,Kunduvadi,Living
wkw,,Wakawaka,Extinct
wky,,Wangkayutyuru,Extinct
wla,,Walio,Living
wlc,,Mwali Comorian,Living
wle,,Wolane,Living
wlg,,Kunbarlang,Living
wli,,Waioli,Living
wlk,,Wailaki,Extinct
wll,,Wali (Sudan),Living
wlm,,Middle Welsh,Historical
wln,wa,Walloon,Living
wlo,,Wolio,Living
wlr,,Wailapa,Living
wls,,Wallisian,Living
wlu,,Wuliwuli,Extinct
wlv,,Wichí Lhamtés Vejoz,Living
wlw,,Walak,Living
wlx,,Wali (Ghana),Living
wly,,Waling,Extinct
wma,,Mawa (Nigeria),Extinct
wmb,,Wambaya,Living
wmc,,Wamas,Living
wmd,,Mamaindé,Living
wme,,Wambule,Living
wmh,,Waima'a,Living
wmi,,Wamin,Extinct
wmm,,Maiwa (Indonesia),Living
wmn,,Waamwang,Extinct
wmo,,Wom (Papua New Guinea),Living
wms,,Wambon,Living
wmt,,Walmajarri,Living
wmw,,Mwani,Living
wmx,,Womo,Living
wnb,,Wanambre,Living
wnc,,Wantoat,Living
wnd,,Wandarang,Extinct
wne,,Waneci,Living
wng,,Wanggom,Living
wni,,Ndzwani Comorian,Living
wnk,,Wanukaka,Living
wnm,,Wanggamala,Extinct
wnn,,Wunumara,Extinct
wno,,Wano,Living
wnp,,Wanap,Living
wnu,,Usan,Living
wnw,,Wintu,Living
wny,,Wanyi,Living
woa,,Tyaraity,Living
wob,,Wè Northern,Living
woc,,Wogeo,Living
wod,,Wolani,Living
woe,,Woleaian,Living
wof,,Gambian Wolof,Living
wog,,Wogamusin,Living
woi,,Kamang,Living
wok,,Longto,Living
wol,wo,Wolof,Living
wom,,Wom (Nigeria),Living
won,,Wongo,Living
woo,,Manombai,Living
wor,,Woria,Living
wos,,Hanga Hundi,Living
wow,,Wawonii,Living
woy,,Weyto,Extinct
wpc,,Maco,Living
wra,,Warapu,Living
wrb,,Warluwara,Extinct
wrd,,Warduji,Living
wrg,,Warungu,Extinct
wrh,,Wiradhuri,Extinct
wri,,Wariyangga,Extinct
wrk,,Garrwa,Living
wrl,,Warlmanpa,Living
wrm,,Warumungu,Living
wrn,,Warnang,Living
wro,,Worrorra,Extinct
wrp,,Waropen,Living
wrr,,Wardaman,Living
wrs,,Waris,Living
wru,,Waru,Living
wrv,,Waruna,Living
wrw,,Gugu Warra,Extinct
wrx,,Wae Rana,Living
wry,,Merwari,Living
wrz,,Waray (Australia),Extinct
wsa,,Warembori,Living
wsi,,Wusi,Living
wsk,,Waskia,Living
wsr,,Owenia,Living
wss,,Wasa,Living
wsu,,Wasu,Extinct
wsv,,Wotapuri-Katarqalai,Extinct
wtf,,Watiwa,Living
wth,,Wathawurrung,Extinct
wti,,Berta,Living
wtk,,Watakataui,Living
wtm,,Mewati,Living
wtw,,Wotu,Living
wua,,Wikngenchera,Living
wub,,Wunambal,Living
wud,,Wudu,Living
wuh,,Wutunhua,Living
wul,,Silimo,Living
wum,,Wumbvu,Living
wun,,Bungu,Living
wur,,Wurrugu,Extinct
wut,,Wutung,Living
wuu,,Wu Chinese,Living
wuv,,Wuvulu-Aua,Living
wux,,Wulna,Living
wuy,,Wauyai,Living
wwa,,Waama,Living
wwb,,Wakabunga,Extinct
wwo,,Wetamut,Living
wwr,,Warrwa,Extinct
www,,Wawa,Living
wxa,,Waxianghua,Living
wxw,,Wardandi,Extinct
wya,,Wyandot,Living
wyb,,Wangaaybuwan-Ngiyambaa,Living
wyi,,Woiwurrung,Extinct
wym,,Wymysorys,Living
wyr,,Wayoró,Living
wyy,,Western Fijian,Living
xaa,,Andalusian Arabic,Historical
xab,,Sambe,Living
xac,,Kachari,Living
xad,,Adai,Extinct
xae,,Aequian,Ancient
xag,,Aghwan,Extinct
xai,,Kaimbé,Extinct
xaj,,Ararandewára,Extinct
xal,,Kalmyk,Living
xam,,/Xam,Extinct
xan,,Xamtanga,Living
xao,,Khao,Living
xap,,Apalachee,Extinct
xaq,,Aquitanian,Ancient
xar,,Karami,Extinct
xas,,Kamas,Extinct
xat,,Katawixi,Living
xau,,Kauwera,Living
xav,,Xavánte,Living
xaw,,Kawaiisu,Living
xay,,Kayan Mahakam,Living
xba,,Kamba (Brazil),Extinct
xbb,,Lower Burdekin,Extinct
xbc,,Bactrian,Ancient
xbd,,Bindal,Extinct
xbe,,Bigambal,Extinct
xbg,,Bunganditj,Extinct
xbi,,Kombio,Living
xbj,,Birrpayi,Extinct
xbm,,Middle Breton,Historical
xbn,,Kenaboi,Extinct
xbo,,Bolgarian,Extinct
xbp,,Bibbulman,Extinct
xbr,,Kambera,Living
xbw,,Kambiwá,Extinct
xbx,,Kabixí,Extinct
xby,,Batyala,Living
xcb,,Cumbric,Extinct
xcc,,Camunic,Ancient
xce,,Celtiberian,Ancient
xcg,,Cisalpine Gaulish,Ancient
xch,,Chemakum,Extinct
xcl,,Classical Armenian,Historical
xcm,,Comecrudo,Extinct
xcn,,Cotoname,Extinct
xco,,Chorasmian,Ancient
xcr,,Carian,Ancient
xct,,Classical Tibetan,Historical
xcu,,Curonian,Extinct
xcv,,Chuvantsy,Extinct
xcw,,Coahuilteco,Extinct
xcy,,Cayuse,Extinct
xda,,Darkinyung,Living
xdc,,Dacian,Ancient
xdk,,Dharuk,Extinct
xdm,,Edomite,Ancient
xdy,,Malayic Dayak,Living
xeb,,Eblan,Ancient
xed,,Hdi,Living
xeg,,//Xegwi,Extinct
xel,,Kelo,Living
xem,,Kembayan,Living
xep,,Epi-Olmec,Ancient
xer,,Xerénte,Living
xes,,Kesawai,Living
xet,,Xetá,Living
xeu,,Keoru-Ahia,Living
xfa,,Faliscan,Ancient
xga,,Galatian,Ancient
xgb,,Gbin,Extinct
xgd,,Gudang,Extinct
xgf,,Gabrielino-Fernandeño,Extinct
xgg,,Goreng,Extinct
xgi,,Garingbal,Extinct
xgl,,Galindan,Extinct
xgm,,Dharumbal,Extinct
xgr,,Garza,Extinct
xgu,,Unggumi,Living
xgw,,Guwa,Extinct
xha,,Harami,Ancient
xhc,,Hunnic,Extinct
xhd,,Hadrami,Ancient
xhe,,Khetrani,Living
xho,xh,Xhosa,Living
xhr,,Hernican,Ancient
xht,,Hattic,Ancient
xhu,,Hurrian,Ancient
xhv,,Khua,Living
xib,,Iberian,Ancient
xii,,Xiri,Living
xil,,Illyrian,Ancient
xin,,Xinca,Extinct
xip,,Xipináwa,Extinct
xir,,Xiriâna,Extinct
xis,,Kisan,Living
xiv,,Indus Valley Language,Ancient
xiy,,Xipaya,Living
xjb,,Minjungbal,Extinct
xjt,,Jaitmatang,Extinct
xka,,Kalkoti,Living
xkb,,Northern Nago,Living
xkc,,Kho'ini,Living
xkd,,Mendalam Kayan,Living
xke,,Kereho,Living
xkf,,Khengkha,Living
xkg,,Kagoro,Living
xkh,,Karahawyana,Living
xki,,Kenyan Sign Language,Living
xkj,,Kajali,Living
xkk,,Kaco',Living
xkl,,Mainstream Kenyah,Living
xkn,,Kayan River Kayan,Living
xko,,Kiorr,Living
xkp,,Kabatei,Living
xkq,,Koroni,Living
xkr,,Xakriabá,Extinct
xks,,Kumbewaha,Living
xkt,,Kantosi,Living
xku,,Kaamba,Living
xkv,,Kgalagadi,Living
xkw,,Kembra,Living
xkx,,Karore,Living
xky,,Uma' Lasan,Living
xkz,,Kurtokha,Living
xla,,Kamula,Living
xlb,,Loup B,Extinct
xlc,,Lycian,Ancient
xld,,Lydian,Ancient
xle,,Lemnian,Ancient
xlg,,Ligurian (Ancient),Ancient
xli,,Liburnian,Ancient
xln,,Alanic,Ancient
xlo,,Loup A,Extinct
xlp,,Lepontic,Ancient
xls,,Lusitanian,Ancient
xlu,,Cuneiform Luwian,Ancient
xly,,Elymian,Ancient
xma,,Mushungulu,Living
xmb,,Mbonga,Living
xmc,,Makhuwa-Marrevone,Living
xmd,,Mbudum,Living
xme,,Median,Ancient
xmf,,Mingrelian,Living
xmg,,Mengaka,Living
xmh,,Kuku-Muminh,Living
xmj,,Majera,Living
xmk,,Ancient Macedonian,Ancient
xml,,Malaysian Sign Language,Living
xmm,,Manado Malay,Living
xmn,,Manichaean Middle Persian,Historical
xmo,,Morerebi,Living
xmp,,Kuku-Mu'inh,Extinct
xmq,,Kuku-Mangk,Extinct
xmr,,Meroitic,Ancient
xms,,Moroccan Sign Language,Living
xmt,,Matbat,Living
xmu,,Kamu,Extinct
xmv,,Antankarana Malagasy,Living
xmw,,Tsimihety Malagasy,Living
xmx,,Maden,Living
xmy,,Mayaguduna,Living
xmz,,Mori Bawah,Living
xna,,Ancient North Arabian,Ancient
xnb,,Kanakanabu,Living
xng,,Middle Mongolian,Historical
xnh,,Kuanhua,Living
xni,,Ngarigu,Extinct
xnk,,Nganakarti,Extinct
xnn,,Northern Kankanay,Living
xno,,Anglo-Norman,Historical
xnr,,Kangri,Living
xns,,Kanashi,Living
xnt,,Narragansett,Extinct
xnu,,Nukunul,Extinct
xny,,Nyiyaparli,Living
xnz,,Kenzi,Living
xoc,,O'chi'chi',Extinct
xod,,Kokoda,Living
xog,,Soga,Living
xoi,,Kominimung,Living
xok,,Xokleng,Living
xom,,Komo (Sudan),Living
xon,,Konkomba,Living
xoo,,Xukurú,Extinct
xop,,Kopar,Living
xor,,Korubo,Living
xow,,Kowaki,Living
xpa,,Pirriya,Extinct
xpc,,Pecheneg,Extinct
xpe,,Liberia Kpelle,Living
xpg,,Phrygian,Ancient
xpi,,Pictish,Extinct
xpj,,Mpalitjanh,Extinct
xpk,,Kulina Pano,Living
xpm,,Pumpokol,Extinct
xpn,,Kapinawá,Extinct
xpo,,Pochutec,Extinct
xpp,,Puyo-Paekche,Extinct
xpq,,Mohegan-Pequot,Extinct
xpr,,Parthian,Ancient
xps,,Pisidian,Extinct
xpt,,Punthamara,Extinct
xpu,,Punic,Ancient
xpy,,Puyo,Extinct
xqa,,Karakhanid,Historical
xqt,,Qatabanian,Ancient
xra,,Krahô,Living
xrb,,Eastern Karaboro,Living
xrd,,Gundungurra,Extinct
xre,,Kreye,Living
xrg,,Minang,Extinct
xri,,Krikati-Timbira,Living
xrm,,Armazic,Extinct
xrn,,Arin,Extinct
xrq,,Karranga,Extinct
xrr,,Raetic,Ancient
xrt,,Aranama-Tamique,Extinct
xru,,Marriammu,Living
xrw,,Karawa,Living
xsa,,Sabaean,Ancient
xsb,,Sambal,Living
xsc,,Scythian,Ancient
xsd,,Sidetic,Ancient
xse,,Sempan,Living
xsh,,Shamang,Living
xsi,,Sio,Living
xsj,,Subi,Living
xsl,,South Slavey,Living
xsm,,Kasem,Living
xsn,,Sanga (Nigeria),Living
xso,,Solano,Extinct
xsp,,Silopi,Living
xsq,,Makhuwa-Saka,Living
xsr,,Sherpa,Living
xss,,Assan,Extinct
xsu,,Sanumá,Living
xsv,,Sudovian,Extinct
xsy,,Saisiyat,Living
xta,,Alcozauca Mixtec,Living
xtb,,Chazumba Mixtec,Living
xtc,,Katcha-Kadugli-Miri,Living
xtd,,Diuxi-Tilantongo Mixtec,Living
xte,,Ketengban,Living
xtg,,Transalpine Gaulish,Ancient
xth,,Yitha Yitha,Extinct
xti,,Sinicahua Mixtec,Living
xtj,,San Juan Teita Mixtec,Living
xtl,,Tijaltepec Mixtec,Living
xtm,,Magdalena Peñasco Mixtec,Living
xtn,,Northern Tlaxiaco Mixtec,Living
xto,,Tokharian A,Ancient
xtp,,San Miguel Piedras Mixtec,Living
xtq,,Tumshuqese,Historical
xtr,,Early Tripuri,Ancient
xts,,Sindihui Mixtec,Living
xtt,,Tacahua Mixtec,Living
xtu,,Cuyamecalco Mixtec,Living
xtv,,Thawa,Extinct
xtw,,Tawandê,Living
xty,,Yoloxochitl Mixtec,Living
xtz,,Tasmanian,Extinct
xua,,Alu Kurumba,Living
xub,,Betta Kurumba,Living
xud,,Umiida,Extinct
xug,,Kunigami,Living
xuj,,Jennu Kurumba,Living
xul,,Ngunawal,Extinct
xum,,Umbrian,Ancient
xun,,Unggaranggu,Extinct
xuo,,Kuo,Living
xup,,Upper Umpqua,Extinct
xur,,Urartian,Ancient
xut,,Kuthant,Extinct
xuu,,Kxoe,Living
xve,,Venetic,Ancient
xvi,,Kamviri,Living
xvn,,Vandalic,Ancient
xvo,,Volscian,Ancient
xvs,,Vestinian,Ancient
xwa,,Kwaza,Living
xwc,,Woccon,Extinct
xwd,,Wadi Wadi,Extinct
xwe,,Xwela Gbe,Living
xwg,,Kwegu,Living
xwj,,Wajuk,Extinct
xwk,,Wangkumara,Extinct
xwl,,Western Xwla Gbe,Living
xwo,,Written Oirat,Extinct
xwr,,Kwerba Mamberamo,Living
xwt,,Wotjobaluk,Extinct
xww,,Wemba Wemba,Extinct
xxb,,Boro (Ghana),Extinct
xxk,,Ke'o,Living
xxm,,Minkin,Extinct
xxr,,Koropó,Extinct
xxt,,Tambora,Extinct
xya,,Yaygir,Extinct
xyb,,Yandjibara,Extinct
xyj,,Mayi-Yapi,Extinct
xyk,,Mayi-Kulan,Extinct
xyl,,Yalakalore,Extinct
xyt,,Mayi-Thakurti,Extinct
xyy,,Yorta Yorta,Living
xzh,,Zhang-Zhung,Ancient
xzm,,Zemgalian,Extinct
xzp,,Ancient Zapotec,Historical
yaa,,Yaminahua,Living
yab,,Yuhup,Living
yac,,Pass Valley Yali,Living
yad,,Yagua,Living
yae,,Pumé,Living
yaf,,Yaka (Democratic Republic of Congo),Living
yag,,Yámana,Living
yah,,Yazgulyam,Living
yai,,Yagnobi,Living
yaj,,Banda-Yangere,Living
yak,,Yakama,Living
yal,,Yalunka,Living
yam,,Yamba,Living
yan,,Mayangna,Living
yao,,Yao,Living
yap,,Yapese,Living
yaq,,Yaqui,Living
yar,,Yabarana,Living
yas,,Nugunu (Cameroon),Living
yat,,Yambeta,Living
yau,,Yuwana,Living
yav,,Yangben,Living
yaw,,Yawalapití,Living
yax,,Yauma,Living
yay,,Agwagwune,Living
yaz,,Lokaa,Living
yba,,Yala,Living
ybb,,Yemba,Living
ybe,,West Yugur,Living
ybh,,Yakha,Living
ybi,,Yamphu,Living
ybj,,Hasha,Living
ybk,,Bokha,Living
ybl,,Yukuben,Living
ybm,,Yaben,Living
ybn,,Yabaâna,Extinct
ybo,,Yabong,Living
ybx,,Yawiyo,Living
yby,,Yaweyuha,Living
ych,,Chesu,Living
ycl,,Lolopo,Living
ycn,,Yucuna,Living
ycp,,Chepya,Living
yda,,Yanda,Extinct
ydd,,Eastern Yiddish,Living
yde,,Yangum Dey,Living
ydg,,Yidgha,Living
ydk,,Yoidik,Living
yds,,Yiddish Sign Language,Living
yea,,Ravula,Living
yec,,Yeniche,Living
yee,,Yimas,Living
yei,,Yeni,Extinct
yej,,Yevanic,Living
yel,,Yela,Living
yer,,Tarok,Living
yes,,Nyankpa,Living
yet,,Yetfa,Living
yeu,,Yerukula,Living
yev,,Yapunda,Living
yey,,Yeyi,Living
yga,,Malyangapa,Extinct
ygi,,Yiningayi,Extinct
ygl,,Yangum Gel,Living
ygm,,Yagomi,Living
ygp,,Gepo,Living
ygr,,Yagaria,Living
ygs,,Yolŋu Sign Language,Living
ygu,,Yugul,Living
ygw,,Yagwoia,Living
yha,,Baha Buyang,Living
yhd,,Judeo-Iraqi Arabic,Living
yhl,,Hlepho Phowa,Living
yia,,Yinggarda,Living
yid,yi,Yiddish,Living
yif,,Ache,Living
yig,,Wusa Nasu,Living
yih,,Western Yiddish,Living
yii,,Yidiny,Living
yij,,Yindjibarndi,Living
yik,,Dongshanba Lalo,Living
yil,,Yindjilandji,Extinct
yim,,Yimchungru Naga,Living
yin,,Yinchia,Living
yip,,Pholo,Living
yiq,,Miqie,Living
yir,,North Awyu,Living
yis,,Yis,Living
yit,,Eastern Lalu,Living
yiu,,Awu,Living
yiv,,Northern Nisu,Living
yix,,Axi Yi,Living
yiz,,Azhe,Living
yka,,Yakan,Living
ykg,,Northern Yukaghir,Living
yki,,Yoke,Living
ykk,,Yakaikeke,Living
ykl,,Khlula,Living
ykm,,Kap,Living
ykn,,Kua-nsi,Living
yko,,Yasa,Living
ykr,,Yekora,Living
ykt,,Kathu,Living
yku,,Kuamasi,Living
yky,,Yakoma,Living
yla,,Yaul,Living
ylb,,Yaleba,Living
yle,,Yele,Living
ylg,,Yelogu,Living
yli,,Angguruk Yali,Living
yll,,Yil,Living
ylm,,Limi,Living
yln,,Langnian Buyang,Living
ylo,,Naluo Yi,Living
ylr,,Yalarnnga,Extinct
ylu,,Aribwaung,Living
yly,,Nyâlayu,Living
ymb,,Yambes,Living
ymc,,Southern Muji,Living
ymd,,Muda,Living
yme,,Yameo,Extinct
ymg,,Yamongeri,Living
ymh,,Mili,Living
ymi,,Moji,Living
ymk,,Makwe,Living
yml,,Iamalele,Living
ymm,,Maay,Living
ymn,,Yamna,Living
ymo,,Yangum Mon,Living
ymp,,Yamap,Living
ymq,,Qila Muji,Living
ymr,,Malasar,Living
yms,,Mysian,Ancient
ymt,,Mator-Taygi-Karagas,Extinct
ymx,,Northern Muji,Living
ymz,,Muzi,Living
yna,,Aluo,Living
ynd,,Yandruwandha,Extinct
yne,,Lang'e,Living
yng,,Yango,Living
ynh,,Yangho,Living
ynk,,Naukan Yupik,Living
ynl,,Yangulam,Living
ynn,,Yana,Extinct
yno,,Yong,Living
ynq,,Yendang,Living
yns,,Yansi,Living
ynu,,Yahuna,Extinct
yob,,Yoba,Extinct
yog,,Yogad,Living
yoi,,Yonaguni,Living
yok,,Yokuts,Living
yol,,Yola,Extinct
yom,,Yombe,Living
yon,,Yongkom,Living
yor,yo,Yoruba,Living
yot,,Yotti,Living
yox,,Yoron,Living
yoy,,Yoy,Living
ypa,,Phala,Living
ypb,,Labo Phowa,Living
ypg,,Phola,Living
yph,,Phupha,Living
ypm,,Phuma,Living
ypn,,Ani Phowa,Living
ypo,,Alo Phola,Living
ypp,,Phupa,Living
ypz,,Phuza,Living
yra,,Yerakai,Living
yrb,,Yareba,Living
yre,,Yaouré,Living
yri,,Yarí,Living
yrk,,Nenets,Living
yrl,,Nhengatu,Living
yrm,,Yirrk-Mel,Living
yrn,,Yerong,Living
yrs,,Yarsun,Living
yrw,,Yarawata,Living
yry,,Yarluyandi,Living
ysc,,Yassic,Extinct
ysd,,Samatao,Living
ysg,,Sonaga,Living
ysl,,Yugoslavian Sign Language,Living
ysn,,Sani,Living
yso,,Nisi (China),Living
ysp,,Southern Lolopo,Living
ysr,,Sirenik Yupik,Extinct
yss,,Yessan-Mayo,Living
ysy,,Sanie,Living
yta,,Talu,Living
ytl,,Tanglang,Living
ytp,,Thopho,Living
ytw,,Yout Wam,Living
yty,,Yatay,Extinct
yua,,Yucateco,Living
yub,,Yugambal,Extinct
yuc,,Yuchi,Living
yud,,Judeo-Tripolitanian Arabic,Living
yue,,Yue Chinese,Living
yuf,,Havasupai-Walapai-Yavapai,Living
yug,,Yug,Extinct
yui,,Yurutí,Living
yuj,,Karkar-Yuri,Living
yuk,,Yuki,Extinct
yul,,Yulu,Living
yum,,Quechan,Living
yun,,Bena (Nigeria),Living
yup,,Yukpa,Living
yuq,,Yuqui,Living
yur,,Yurok,Living
yut,,Yopno,Living
yuw,,Yau (Morobe Province),Living
yux,,Southern Yukaghir,Living
yuy,,East Yugur,Living
yuz,,Yuracare,Living
yva,,Yawa,Living
yvt,,Yavitero,Extinct
ywa,,Kalou,Living
ywg,,Yinhawangka,Living
ywl,,Western Lalu,Living
ywn,,Yawanawa,Living
ywq,,Wuding-Luquan Yi,Living
ywr,,Yawuru,Living
ywt,,Xishanba Lalo,Living
ywu,,Wumeng Nasu,Living
yww,,Yawarawarga,Extinct
yxa,,Mayawali,Extinct
yxg,,Yagara,Extinct
yxl,,Yardliyawarra,Extinct
yxm,,Yinwum,Extinct
yxu,,Yuyu,Extinct
yxy,,Yabula Yabula,Extinct
yyr,,Yir Yoront,Extinct
yyu,,Yau (Sandaun Province),Living
yyz,,Ayizi,Living
yzg,,E'ma Buyang,Living
yzk,,Zokhuo,Living
zaa,,Sierra de Juárez Zapotec,Living
zab,,San Juan Guelavía Zapotec,Living
zac,,Ocotlán Zapotec,Living
zad,,Cajonos Zapotec,Living
zae,,Yareni Zapotec,Living
zaf,,Ayoquesco Zapotec,Living
zag,,Zaghawa,Living
zah,,Zangwal,Living
zai,,Isthmus Zapotec,Living
zaj,,Zaramo,Living
zak,,Zanaki,Living
zal,,Zauzou,Living
zam,,Miahuatlán Zapotec,Living
zao,,Ozolotepec Zapotec,Living
zap,,Zapotec,Living
zaq,,Aloápam Zapotec,Living
zar,,Rincón Zapotec,Living
zas,,Santo Domingo Albarradas Zapotec,Living
zat,,Tabaa Zapotec,Living
zau,,Zangskari,Living
